"gene","logFC","AveExpr","t","P.Value","adj.P.Val","B","neglog10_adjP","direction","deg_class"
"SEMA3B",-0.107046104048116,6.35923704166752,-2.9814246218289,0.00291916334162621,0.032926673400635,-2.24504511259288,1.48245214407479,"None","Not significant"
"CIP2A",0.0516142308433583,5.81161568917811,2.98129889351126,0.00292035445221232,0.032926673400635,-2.24541099622274,1.48245214407479,"None","Not significant"
"FSTL1",-0.130419708590419,8.81074299713591,-2.98071584324164,0.00292588389366681,0.0329670820397601,-2.2471075394046,1.48191949113747,"None","Not significant"
"ACADM",-0.111828897836024,8.02150411798194,-2.98058007461439,0.00292717284728799,0.0329670820397601,-2.24750254810305,1.48191949113747,"None","Not significant"
"NINJ1",-0.088853659199909,10.4193890045142,-2.98001505000046,0.00293254262446792,0.0330093215901593,-2.24914625434524,1.48136340122794,"None","Not significant"
"GPAA1",0.0977498873154715,8.71216901115198,2.97980696603276,0.00293452244100545,0.0330133774613113,-2.24975151139278,1.481310042535,"None","Not significant"
"MTG1",0.0514332915224921,6.17317204833081,2.97928561809314,0.00293948817357464,0.033051001885449,-2.25126778099383,1.48081537107314,"None","Not significant"
"ETFRF1",-0.0808128847461849,8.69006331415196,-2.97841862269797,0.0029477631279256,0.0331257725263304,-2.25378873937227,1.47983398475294,"None","Not significant"
"GUCA1B",0.0640819795575316,6.0589895791206,2.97820835739815,0.00294977318853695,0.0331275688264252,-2.25440001766447,1.47981043505105,"None","Not significant"
"PNPLA3",0.129743987525992,9.93357693238386,2.97806198804279,0.00295117316599402,0.0331275688264252,-2.2548255140358,1.47981043505105,"None","Not significant"
"DKK3",-0.152035274936173,9.20354460019677,-2.97559615902634,0.00297484948010826,0.0333749623841534,-2.26199058700634,1.47657921510643,"None","Not significant"
"SEC62",-0.0663599850481594,7.25323179422619,-2.97494521251293,0.00298112859581766,0.0334270112352822,-2.26388109487847,1.47590245266412,"None","Not significant"
"PDSS2",0.0605208792515983,9.59120465078979,2.97449971546631,0.00298543289358795,0.0334568716524411,-2.26517469193364,1.47551466969755,"None","Not significant"
"CDH12",0.0285743948957614,5.50981978213952,2.97396906870265,0.0029905672965978,0.0334724332093527,-2.26671529006787,1.47531271635492,"None","Not significant"
"HIBADH",-0.0811370789283574,9.47364780545708,-2.97385552353387,0.00299166697765448,0.0334724332093527,-2.26704490439506,1.47531271635492,"None","Not significant"
"VCP",0.0597692718664847,8.67458779257499,2.97368556512558,0.00299331370913226,0.0334724332093527,-2.26753825951746,1.47531271635492,"None","Not significant"
"C3orf18",-0.0464435213610251,5.74942026362249,-2.97367774087624,0.00299338953841796,0.0334724332093527,-2.26756097107171,1.47531271635492,"None","Not significant"
"GOT2",0.0969568529796185,9.8059034467922,2.97302589948196,0.00299971307193468,0.0335247538220331,-2.26945287272594,1.47463440256287,"None","Not significant"
"LAMC1",-0.103974048900324,9.88569362396659,-2.97155428346714,0.00301403415000473,0.0336663485741624,-2.27372257921221,1.47280398429757,"None","Not significant"
"STRADB",-0.0773661489723917,7.66976098337581,-2.97094089366858,0.00302002178652399,0.0337118798603303,-2.27550163545487,1.47221702943675,"None","Not significant"
"CDK5R1",0.0776673259568647,6.25798064286484,2.97064522941273,0.00302291180651871,0.0337118798603303,-2.27635904115823,1.47221702943675,"None","Not significant"
"COX4I1",0.0628870374588436,12.8033908253901,2.97062888010712,0.00302307168921677,0.0337118798603303,-2.27640645054543,1.47221702943675,"None","Not significant"
"MICALCL",0.115706587649563,6.50235817664589,2.96963823342005,0.00303277381646164,0.033801582421307,-2.27927862724998,1.47106296774735,"None","Not significant"
"PHF11",-0.0748928283828885,9.9817385800395,-2.96847728218731,0.0030441800395451,0.0339101694568999,-2.28264336355658,1.46967003994728,"None","Not significant"
"UNC93B1",0.0921179516158238,8.65647904627963,2.96776459984148,0.00305120145686543,0.0339635442795453,-2.28470825758685,1.46898699508501,"None","Not significant"
"EFCAB3",0.0308805238841595,5.55761907492455,2.96765284592079,0.00305230380770797,0.0339635442795453,-2.28503200402017,1.46898699508501,"None","Not significant"
"ISG15",0.219785800228582,9.63051863360721,2.96623365957795,0.00306633445505928,0.0340963250957024,-2.28914228067141,1.46729242677474,"Up","Upregulated in Low RMST"
"BARD1",0.0930527793567205,8.03621696204012,2.96610775307139,0.00306758205668473,0.0340963250957024,-2.28950683995307,1.46729242677474,"None","Not significant"
"DPYSL2",-0.117846050261546,9.79173999634002,-2.96571661512048,0.00307146078073752,0.0341208327059042,-2.29063927310551,1.46698037858405,"None","Not significant"
"TMEM42",-0.0687833043237206,7.66512376024992,-2.96523099851314,0.00307628263340843,0.034142821317607,-2.29204503827303,1.46670059476075,"None","Not significant"
"CCT4",0.0543171079807114,6.76139781504367,2.96517994807145,0.0030767899318344,0.034142821317607,-2.29219280612385,1.46670059476075,"None","Not significant"
"STK3",0.0832606773163727,8.81000736880671,2.96493423884445,0.00307923266197898,0.0341513372222206,-2.2929039876465,1.46659228651066,"None","Not significant"
"DTWD2",0.129671770620848,9.0076618589496,2.96455733213806,0.00308298313906474,0.0341743400162234,-2.29399479447858,1.46629986388757,"None","Not significant"
"ZFYVE26",-0.0624963795760153,7.98376288895605,-2.96366048387378,0.00309192415925703,0.0342389782741716,-2.29658981531751,1.46547920358922,"None","Not significant"
"PCDHB9",0.114791841141494,7.21678769259094,2.96348076843522,0.00309371865478977,0.0342389782741716,-2.29710972679093,1.46547920358922,"None","Not significant"
"ATP2C2",0.111236050261052,6.38708903132996,2.96346729536307,0.00309385322447996,0.0342389782741716,-2.29714870273799,1.46547920358922,"None","Not significant"
"KDM5C",0.0413433290099483,6.06609515869555,2.96251789304378,0.00310334936526654,0.0343171253988141,-2.29989476685639,1.46448909832097,"None","Not significant"
"TCN1",-0.33289951393802,7.04299586313786,-2.96232133101309,0.00310531874518008,0.0343171253988141,-2.30046319699984,1.46448909832097,"Down","Downregulated in Low RMST"
"FAM189A2",-0.148625570713731,6.57420223253578,-2.9622321460365,0.00310621267692244,0.0343171253988141,-2.30072109530913,1.46448909832097,"None","Not significant"
"TTC38",-0.0722096088042541,7.49514141183717,-2.96196308845432,0.00310891095713521,0.0343171253988141,-2.30149908904926,1.46448909832097,"None","Not significant"
"PPP2R3A",0.0679001598740788,6.93192086052854,2.96192113441081,0.00310933189166591,0.0343171253988141,-2.30162039502156,1.46448909832097,"None","Not significant"
"MTPAP",0.0672175542376688,8.03477154760488,2.96090933918803,0.00311949923310071,0.0344107098846093,-2.3045453872281,1.4633063678967,"None","Not significant"
"MRPS17",0.0903889123674939,9.13744635127403,2.95888203761666,0.00313996257315463,0.0346033642941026,-2.31040313136475,1.46088167509928,"None","Not significant"
"TTI1",0.0528635940925486,6.49552642756768,2.95884285506952,0.00314035928104439,0.0346033642941026,-2.31051630754057,1.46088167509928,"None","Not significant"
"GTPBP4",0.0898418442860634,9.4662243402053,2.95862147990783,0.00314260147690918,0.0346093631046968,-2.31115570714539,1.4608063926926,"None","Not significant"
"INIP",0.105604253159825,12.2092270441037,2.95801453253908,0.00314875643243498,0.0346584232587403,-2.31290851570655,1.46019119885247,"None","Not significant"
"FAT2",-0.0574690133066102,5.48018182124969,-2.95673713679408,0.00316174625127341,0.0347826213341654,-2.31659635806262,1.45863769122163,"None","Not significant"
"EVPL",0.101909880256346,7.41299398058789,2.95558545266017,0.00317349960789485,0.034893090348941,-2.31991992286254,1.45726056503004,"None","Not significant"
"ZDHHC9",0.0846300142191744,9.35353904617534,2.95499609570015,0.00317952961829619,0.0349405451584733,-2.32162021249583,1.45667032323776,"None","Not significant"
"P4HA1",0.106813857850022,7.62547127375,2.95443413369595,0.00318528907164864,0.0349839740656967,-2.32324115614598,1.45613085761406,"None","Not significant"
"SYBU",-0.177746355031004,7.94752177233137,-2.95427576348926,0.0031869138994358,0.0349839740656967,-2.32369790995886,1.45613085761406,"None","Not significant"
"FANK1",-0.0281621816227877,5.65438259198233,-2.95393245104798,0.00319043877229472,0.0350038182848374,-2.32468797068752,1.45588457937576,"None","Not significant"
"FOXD4",0.0654661291947788,6.51609050372044,2.95357052523165,0.00319415860440941,0.0350104843686132,-2.32573158655204,1.45580188074708,"None","Not significant"
"CRYBG1",0.0622083517459261,6.16635831000402,2.95326342191427,0.00319731807992231,0.0350104843686132,-2.32661702231076,1.45580188074708,"None","Not significant"
"CTF1",-0.0622495254586214,5.97650739289041,-2.95291314025835,0.00320092525419613,0.0350104843686132,-2.32762683825327,1.45580188074708,"None","Not significant"
"CDK11A",0.074502039323102,6.29526798076078,2.95287293915844,0.00320133947952795,0.0350104843686132,-2.32774272517201,1.45580188074708,"None","Not significant"
"MCM7",0.100847846715407,10.1430785193035,2.95280142412905,0.00320207647917086,0.0350104843686132,-2.32794887628834,1.45580188074708,"None","Not significant"
"EFHB",-0.0288841761584729,5.57847904622477,-2.9527617546092,0.00320248536098589,0.0350104843686132,-2.32806322657074,1.45580188074708,"None","Not significant"
"WIPF1",-0.104369734197799,7.26482054323121,-2.95270517733449,0.00320306859688318,0.0350104843686132,-2.32822631206461,1.45580188074708,"None","Not significant"
"PLCD1",-0.0670538121020555,6.70967353690707,-2.95237299072003,0.00320649495099446,0.0350291530418125,-2.329183786552,1.45557036321654,"None","Not significant"
"IFT122",0.129377640951367,8.34793391047048,2.95176396060353,0.00321278550627097,0.0350790747430818,-2.33093894166726,1.45495187024537,"None","Not significant"
"ANGPTL1",-0.0302007840230951,5.45391875183155,-2.95008715992201,0.00323016307054195,0.0352323851658405,-2.33576944229783,1.45305795490848,"None","Not significant"
"SEMA7A",0.0225807715401923,5.50535199609894,2.95007557415693,0.00323028343757448,0.0352323851658405,-2.33580280895803,1.45305795490848,"None","Not significant"
"PDXDC2P-NPIPB14P",0.0600134961400271,6.33623301540447,2.94969283983166,0.00323426204847501,0.0352569154321728,-2.33690499974875,1.45275568606349,"None","Not significant"
"PATE2",0.0766773081660635,6.79769419435791,2.94686891335353,0.00326375584530507,0.0355529121809545,-2.34503292376349,1.44912481990414,"None","Not significant"
"UBE2V1",0.0864097976546764,6.73583624865532,2.9467595298136,0.0032649031936594,0.0355529121809545,-2.34534760066647,1.44912481990414,"None","Not significant"
"RSAD2",0.130819826604368,6.64306452838841,2.94653695639242,0.00326723895179496,0.0355593518592313,-2.34598786902904,1.44904616352085,"None","Not significant"
"ANTXR2",-0.0978903487300585,7.9022513560541,-2.94615022654564,0.0032713010458308,0.035584563404088,-2.34710024627822,1.44873835827203,"None","Not significant"
"FUT8",-0.115601717046836,7.47187205458682,-2.94578047865774,0.0032751890728402,0.0355936564939072,-2.34816364236785,1.44862739514991,"None","Not significant"
"DNASE1",0.0679925942577997,5.98361002100717,2.94573865592017,0.00327562911859553,0.0355936564939072,-2.34828391639714,1.44862739514991,"None","Not significant"
"NPIPL3",0.14006955795052,11.5034311536093,2.94525572919545,0.00328071422976035,0.0356299198581059,-2.34967259725657,1.44818515450056,"None","Not significant"
"KIAA1217",-0.0746956949929507,7.40509328879032,-2.94477463392337,0.00328578721329051,0.0356660129621549,-2.35105578815977,1.44774543692783,"None","Not significant"
"MAGEA8",0.0888123526700201,5.34856420259553,2.94367643443014,0.00329739416049198,0.035772953678355,-2.35421237168578,1.44644519982162,"None","Not significant"
"PPM1G",0.066538186373941,10.5349180137547,2.9420707291261,0.00331443227740956,0.0359386712632946,-2.35882559994596,1.44443798381265,"None","Not significant"
"ANGPTL5",-0.0269471924188434,5.32791819934014,-2.94169184739961,0.00331846427372143,0.035963261148225,-2.35991377346007,1.44414093333308,"None","Not significant"
"ULK1",0.0845087725859245,9.73119900149661,2.94079861991645,0.00332798755775486,0.0360473041258411,-2.36247863454006,1.44312720936482,"None","Not significant"
"RRBP1",0.097231319698511,7.34929809473299,2.94043336447913,0.00333188895827183,0.0360703963963734,-2.36352722695559,1.44284908496715,"None","Not significant"
"SLC35D2",-0.0505317248099764,6.78145526714904,-2.94000648897629,0.00333645382489112,0.0361006428983044,-2.36475255816549,1.44248506389213,"None","Not significant"
"EIF4EBP1",0.0884292925388151,6.23700232154728,2.93948707788504,0.00334201592624204,0.0361416417275565,-2.36624327265048,1.4419921235785,"None","Not significant"
"ZNF419",0.0671317558109845,7.18790060262257,2.93873075063961,0.00335013015587982,0.0362101819870679,-2.36841347356892,1.44116929247709,"None","Not significant"
"CRTAP",-0.134600173054136,8.05989776421748,-2.938513017064,0.00335246942986396,0.0362162635547307,-2.36903813477928,1.44109635803266,"None","Not significant"
"DYNLL2",0.0837594176011187,7.47270608320863,2.93806898666046,0.00335724459461679,0.0362486393332962,-2.37031188289677,1.44070829091732,"None","Not significant"
"JMJD6",0.0522434536014573,6.35204747303422,2.93726887465067,0.00336586476578285,0.0363224739282601,-2.37260660891831,1.43982457929187,"None","Not significant"
"GAPT",-0.102610764250726,6.83146633605984,-2.93664557841977,0.00337259395116159,0.0363701308112182,-2.37439379860307,1.43925513693022,"None","Not significant"
"SEPTIN9",0.0751717132250524,11.9460942988588,2.93652942899951,0.00337384926975785,0.0363701308112182,-2.37472679475004,1.43925513693022,"None","Not significant"
"LINC02223",-0.0197716462649637,5.42972310651826,-2.93502378983547,0.00339016049189425,0.0364906176027992,-2.37904223029378,1.4378187861498,"None","Not significant"
"SF3B2",0.0567896928338714,9.45819160243678,2.9350043278244,0.00339037180178022,0.0364906176027992,-2.37909799764883,1.4378187861498,"None","Not significant"
"PSD3",-0.198435239516484,7.30241749301765,-2.9350020663071,0.0033903963571107,0.0364906176027992,-2.37910447788226,1.4378187861498,"None","Not significant"
"PRKCD",0.0986197661630863,9.31770500539479,2.9339074957721,0.00340230013862567,0.0365994133645827,-2.38224032124138,1.43652587565932,"None","Not significant"
"NCOA4",-0.0642262503033785,11.2365670610693,-2.93234096700974,0.00341940288212849,0.0367639914304796,-2.38672627190285,1.43457734380037,"None","Not significant"
"RNF144A",-0.111304232211497,7.54325524843707,-2.93100302228745,0.00343407202947701,0.0369022447658877,-2.39055577047391,1.43294721487654,"None","Not significant"
"HEPACAM",-0.0473093752767255,5.55741060193278,-2.93028246022696,0.00344199596642765,0.0369679071525963,-2.39261746608802,1.432175135248,"None","Not significant"
"PDGFB",0.0868088402039692,7.06278063893698,2.92936742607226,0.00345208250198134,0.0370567150094205,-2.39523487015575,1.43113308249458,"None","Not significant"
"AIRE",0.116985778936433,11.8973105886785,2.92901594389703,0.00345596408806402,0.0370788568079922,-2.39624005069267,1.43087366421563,"None","Not significant"
"MIER1",-0.0503311614269781,7.45437439919956,-2.92761686320637,0.00347145425813483,0.0372254576812617,-2.40024000805017,1.42915995395928,"None","Not significant"
"ALDH3B2",0.269192232107989,9.38749499643549,2.92670791622451,0.00348155169589565,0.03731410689844,-2.40283766687038,1.42812694862274,"Up","Upregulated in Low RMST"
"CDAN1",0.111546374934927,12.1526186523942,2.92636281707972,0.00348539238465122,0.0373356404419943,-2.40382370921419,1.42787639454227,"None","Not significant"
"BNIP3L",-0.100064828009778,8.40228878421936,-2.92611296620074,0.0034881754417675,0.0373458279308984,-2.4045375296365,1.42775790811346,"None","Not significant"
"MEIS3P1",-0.110756333479584,7.74582589354255,-2.9253817265288,0.00349633226449285,0.0374135082476046,-2.40662632518269,1.42697156629687,"None","Not significant"
