"gene","logFC","AveExpr","t","P.Value","adj.P.Val","B","neglog10_adjP","direction","deg_class"
"ATP6V0B",0.0771823761121848,11.0363348670154,3.07391447471006,0.00215394463846963,0.027020407049356,-1.97176446875632,1.56830811282851,"None","Not significant"
"GEM",-0.143536709855638,7.0375967161301,-3.0736035779639,0.00215617490938784,0.0270317500171409,-1.97269687214752,1.56812583746127,"None","Not significant"
"CTNNA3",0.0233075123409418,5.27356155914191,3.07313069354251,0.00215957129046321,0.0270576894628718,-1.97411491078395,1.56770929186137,"None","Not significant"
"MRPS31",-0.0601435554704287,8.6324855779199,-3.07259016173805,0.00216345954643136,0.0270897560528276,-1.9757355400909,1.56719490583386,"None","Not significant"
"BPIFC",0.0237577498778772,5.37072450036871,3.07191722722382,0.00216830920480841,0.027133814082271,-1.97775274799556,1.56648915506039,"None","Not significant"
"OXT",-0.0466679764970628,5.70111232725028,-3.07070532377347,0.00217706823775785,0.0272267092188306,-1.98138448569002,1.56500484688877,"None","Not significant"
"CCDC28A",-0.0765988057528383,8.47491756032373,-3.07020145817283,0.00218071947359193,0.0272556508088114,-1.98289401484889,1.56454344345463,"None","Not significant"
"GYS1",0.0508323398862824,6.62761061220691,3.0690177009561,0.00218931962797188,0.0273313328599223,-1.98643946767061,1.56333918866611,"None","Not significant"
"RIBC2",0.0311927770080869,5.45884013283229,3.06899892415376,0.00218945629434649,0.0273313328599223,-1.98649569491491,1.56333918866611,"None","Not significant"
"SLC16A9",-0.104155212944116,6.21348164094074,-3.06770134715677,0.00219891965298847,0.0274326665398837,-1.9903804749558,1.56173197557915,"None","Not significant"
"ENPP2",-0.162229234457442,7.25409543818455,-3.06722654330835,0.00220239181349103,0.0274591786654524,-1.99180157220929,1.56131245713555,"None","Not significant"
"HAUS2",0.109618597210856,8.23569069414795,3.06680295963259,0.0022054936544678,0.0274810440992214,-1.99306918337459,1.56096677096051,"None","Not significant"
"STAT6",-0.0756270039319542,7.66341574131234,-3.06547007654639,0.00221528033013047,0.0275861267744103,-1.99705682598365,1.55930927228574,"None","Not significant"
"MBOAT2",0.103201947598944,6.73873774717353,3.06522096542627,0.00221711383816581,0.0275921035354151,-1.9978019126126,1.55921518900979,"None","Not significant"
"SRFBP1",0.0648152904811102,7.11230569807165,3.06477282987744,0.00222041571151474,0.0276163357408346,-1.99914212717733,1.55883394607259,"None","Not significant"
"AMH",0.0856960809205769,5.78917470964679,3.06422215796596,0.00222447925268944,0.0276478452186686,-2.00078872699615,1.55833871051147,"None","Not significant"
"CLIP3",-0.118604283078204,8.42489102389968,-3.06406208997174,0.00222566171223131,0.0276478452186686,-2.00126730195053,1.55833871051147,"None","Not significant"
"COX7A1",-0.155314232453397,8.60248029861347,-3.06317995973443,0.00223218856520703,0.0277120364809654,-2.00390427274944,1.55733155794394,"None","Not significant"
"PFKP",0.171168061965486,8.30309724900997,3.0622926080413,0.00223877176178773,0.0277624048003858,-2.00655609661116,1.55654291767311,"None","Not significant"
"RUNX1",-0.112038460090947,8.76165799739057,-3.06226599032616,0.00223896951149543,0.0277624048003858,-2.00663563114629,1.55654291767311,"None","Not significant"
"SYNC",-0.101197609508404,6.69881816269176,-3.06090997281599,0.00224906493246888,0.0278706313971904,-2.01068655014333,1.55485319242019,"None","Not significant"
"CD1D",-0.0685509025703915,5.94400814864512,-3.06020303540057,0.00225434455569615,0.0279190849136488,-2.01279772832181,1.55409882041369,"None","Not significant"
"CACFD1",0.079055375451666,7.37057877944496,3.05971254966316,0.0022580143291656,0.0279475544019677,-2.01426221862167,1.55365618978829,"None","Not significant"
"ASPA",-0.0450725613356353,5.50780568158221,-3.05804648112074,0.00227052066906854,0.0280759370183762,-2.01923503022969,1.55166574049413,"None","Not significant"
"RAP2C",0.0814694737690053,7.10008262822328,3.05791938070399,0.00227147735126692,0.0280759370183762,-2.01961428455354,1.55166574049413,"None","Not significant"
"ALDOA",0.180559432580319,11.0665807356751,3.05778107216352,0.00227251881679277,0.0280759370183762,-2.02002696507905,1.55166574049413,"None","Not significant"
"IMPDH2",-0.101313155947144,10.6036945546872,-3.0565471323711,0.00228182980377815,0.0281738949424698,-2.02370793965189,1.55015310917003,"None","Not significant"
"SLC30A5",0.072987328998723,8.0645783294252,3.05626658907237,0.00228395158545469,0.028183022439161,-2.02454462589627,1.55001243357366,"None","Not significant"
"DDX56",0.0696277255270808,9.04169965166114,3.05590651494839,0.00228667751937414,0.0281935986782831,-2.02561839214024,1.54984948651323,"None","Not significant"
"PARG",0.0362441725998387,6.23232229349237,3.05577425256189,0.0022876795581045,0.0281935986782831,-2.02601277649835,1.54984948651323,"None","Not significant"
"RCE1",0.072194494447549,7.65231922857248,3.05534724145359,0.00229091740442805,0.0281935986782831,-2.02728593741472,1.54984948651323,"None","Not significant"
"STX1A",0.102382074585622,6.7029006488924,3.05533416426828,0.00229101662953062,0.0281935986782831,-2.02732492510908,1.54984948651323,"None","Not significant"
"NARF",0.0852013077608153,8.22596052378931,3.0552409574758,0.00229172396418519,0.0281935986782831,-2.02760280261148,1.54984948651323,"None","Not significant"
"PDSS1",0.0896645549734003,7.14539132595945,3.05486254918085,0.00229459771463361,0.0282119266663486,-2.02873086575034,1.54956725372441,"None","Not significant"
"ERVW-1",0.0367293738821507,5.68731737003286,3.05377923044602,0.00230284305543049,0.0282962360970166,-2.03195955702604,1.54827132952905,"None","Not significant"
"MOGS",0.0635505992614034,7.21446613858003,3.05340486274641,0.0023056987481989,0.0283142584229124,-2.03307504887569,1.54799480846989,"None","Not significant"
"RANBP6",-0.060362896454951,6.31030945435328,-3.05229242108361,0.00231420367133271,0.0283890928538415,-2.03638896087834,1.54684848471491,"None","Not significant"
"SLC52A3",0.0950234498313484,6.50308589241857,3.05224354649069,0.00231457798984962,0.0283890928538415,-2.03653452870284,1.54684848471491,"None","Not significant"
"WDFY3",0.0408269069948685,5.93261933447567,3.05104509452998,0.00232377402683679,0.0284806013059482,-2.04010327214723,1.54545084575504,"None","Not significant"
"CDR2L",0.10674629227495,9.02573970672107,3.05090736648771,0.00232483299352945,0.0284806013059482,-2.0405133093619,1.54545084575504,"None","Not significant"
"CHST7",-0.0711712315084427,7.21812664327405,-3.04985609815997,0.00233293059922906,0.0285626367959665,-2.04364249261671,1.54420170260039,"None","Not significant"
"FUCA1",-0.106253301694236,9.41080148758654,-3.04902049278682,0.00233938545304968,0.028610903461934,-2.04612897922024,1.54346842802705,"None","Not significant"
"TMEM98",-0.156715593026773,9.27364308114139,-3.04898241763286,0.00233967996424057,0.028610903461934,-2.0462422623383,1.54346842802705,"None","Not significant"
"BCL10",-0.0666401515429083,6.23551707365248,-3.04853155483166,0.00234316997164452,0.0286364028009434,-2.04758358598272,1.54308153740532,"None","Not significant"
"HGS",0.0772168921187627,9.84173534249002,3.0479856745849,0.00234740187005727,0.0286709329665173,-2.04920732609296,1.54255817466364,"None","Not significant"
"AZIN2",-0.063309242668273,6.45047684017855,-3.04663045972754,0.00235793838388039,0.028782379614013,-2.05323722064051,1.54087330315435,"None","Not significant"
"CD302",-0.0880229509200226,6.76662970093882,-3.04573614586126,0.00236491521216923,0.0288502672651525,-2.05589560232742,1.53985015924158,"None","Not significant"
"FBXL14",-0.0362056438954563,5.77888571466513,-3.0445047515228,0.00237455267769365,0.0289505121619528,-2.0595547085659,1.53834374878827,"None","Not significant"
"MDH2",0.0660286279314185,12.3357271232965,3.04422772441547,0.0023767257747924,0.0289596861441381,-2.06037769752845,1.53820614919476,"None","Not significant"
"SNRNP48",0.0521782652519284,6.09070215625817,3.04386667342032,0.00237956072030203,0.0289769087714199,-2.06145019281123,1.53794794650876,"None","Not significant"
"IL16",-0.0575377549611969,6.34972310268129,-3.04360637519524,0.00238160648475919,0.0289845063831737,-2.06222332601334,1.53783409142532,"None","Not significant"
"GLIDR",-0.0710869543860487,6.99415641019504,-3.04318203802505,0.00238494493810753,0.0290078177585453,-2.06348354496838,1.53748494169268,"None","Not significant"
"HACD3",0.117264748939949,9.59285623436111,3.04251261228196,0.00239022033537692,0.029047397281558,-2.06547128849959,1.53689277538713,"None","Not significant"
"ASAH1",-0.0975189201079017,7.06486636424484,-3.04240758892064,0.00239104893983097,0.029047397281558,-2.06578309799017,1.53689277538713,"None","Not significant"
"RPL21",-0.173237043127098,9.52628290889254,-3.04150295300249,0.00239819716686819,0.0291168846019107,-2.0684684804557,1.53585509476352,"None","Not significant"
"SNF8",0.0879930486051982,7.74782727570259,3.04085504922898,0.00240332878463299,0.0291618198063949,-2.07039127768202,1.53518537791184,"None","Not significant"
"ACADS",-0.0722701796443576,6.21923049178267,-3.04038946641981,0.00240702256962198,0.0291892653668912,-2.07177274773356,1.53477683516342,"None","Not significant"
"ARHGAP20",-0.0391993281391241,5.64119457301737,-3.03977925795706,0.00241187164539711,0.0292184250930614,-2.07358303278993,1.53434319674621,"None","Not significant"
"PCDHGB1",0.027695773390478,5.48957220304133,3.03972618519795,0.00241229381563024,0.0292184250930614,-2.07374046502673,1.53434319674621,"None","Not significant"
"NCAPD3",0.0629274421695008,6.58204827765084,3.03910291348685,0.00241725673467809,0.0292408884939835,-2.07558910248619,1.53400943533347,"None","Not significant"
"SNUPN",-0.0650664232033749,8.28838830819021,-3.03907669606915,0.00241746570073193,0.0292408884939835,-2.07566685572131,1.53400943533347,"None","Not significant"
"PLPP3",-0.135445186002411,8.70185523844882,-3.03885514105926,0.00241923226708439,0.0292408884939835,-2.07632389701388,1.53400943533347,"None","Not significant"
"NEK11",-0.0933457594281282,6.94842573409504,-3.03877317322922,0.00241988613634291,0.0292408884939835,-2.0765669680046,1.53400943533347,"None","Not significant"
"SLC39A4",0.122637712699556,7.1667531910578,3.03788468799719,0.0024269841095236,0.0293092838108048,-2.07920130596002,1.53299479366718,"None","Not significant"
"SLC22A12",-0.0253399224228828,5.37152303251026,-3.03721131833933,0.00243237625848982,0.0293570100824837,-2.08119732501848,1.53228817800667,"None","Not significant"
"ATAD3A",0.0852063167939286,6.9282200169605,3.03603544800733,0.0024418186126137,0.0294535339752251,-2.0846818223461,1.53086258903103,"None","Not significant"
"APH1B",-0.111268235036954,7.8038663232581,-3.03403024625694,0.00245799807164294,0.0296311594857725,-2.09062083570934,1.52825135397319,"None","Not significant"
"PTK2",0.0816055580745876,10.5716507139664,3.03358931306744,0.00246156899447649,0.0296566690026023,-2.09192627392344,1.52787762994378,"None","Not significant"
"PSMD8",0.0718002455410663,8.6479511709181,3.0332568640933,0.00246426449315975,0.0296684409608792,-2.09291040719299,1.52770527471035,"None","Not significant"
"NUP188",0.0706799771446676,7.45365276858575,3.03295504839628,0.00246671395827982,0.0296684409608792,-2.09380376604163,1.52770527471035,"None","Not significant"
"GPIHBP1",-0.101364037504482,6.17847323981759,-3.0329306201777,0.00246691230947708,0.0296684409608792,-2.09387606846833,1.52770527471035,"None","Not significant"
"ATP5ME",-0.0767505554076465,8.00939566282773,-3.03260290725796,0.00246957467178984,0.0296814544947725,-2.09484597473629,1.52751482092751,"None","Not significant"
"CSRNP3",-0.0520244757128826,5.70715407094549,-3.03236551899575,0.00247150487385124,0.0296814544947725,-2.09554848961006,1.52751482092751,"None","Not significant"
"MACROD1",0.0978243431831462,7.1150386512277,3.03214969889221,0.00247326090453687,0.0296814544947725,-2.09618712967518,1.52751482092751,"None","Not significant"
"SETBP1",-0.146954479466805,7.97881137057135,-3.03208119210838,0.00247381855220105,0.0296814544947725,-2.09638984087988,1.52751482092751,"None","Not significant"
"PUS1",0.0824660089433489,9.0301221860287,3.03060605854489,0.0024858541656814,0.0298055226025064,-2.10075365697978,1.52570325895797,"None","Not significant"
"RRP7A",0.111270020798726,8.61354708584331,3.0303575493463,0.00248788702260475,0.0298055226025064,-2.10148860348945,1.52570325895797,"None","Not significant"
"EIF2AK4",0.104903129629792,8.21734063734863,3.03027709609473,0.00248854547311581,0.0298055226025064,-2.10172652494478,1.52570325895797,"None","Not significant"
"SUMO3",0.0704375899208658,10.9773734838261,3.0298824616374,0.00249177757719073,0.0298267092842237,-2.10289347272028,1.52539465875786,"None","Not significant"
"ALPL",-0.177616521695987,7.72281572912156,-3.0293417734923,0.00249621212114214,0.0298622559210578,-2.10449206285857,1.5248773869305,"None","Not significant"
"OSGIN2",0.0914207565395546,7.00576020270064,3.02916246957025,0.00249768430728553,0.0298623428762555,-2.10502212788958,1.5248761223205,"None","Not significant"
"TPSAB1",-0.23113035893935,8.14494005843182,-3.02829037970608,0.0025048560016058,0.0299139464845497,-2.10759979149235,1.52412628762399,"Down","Downregulated in Low RMST"
"EEF1B2",-0.124314643045552,11.0496471917101,-3.02828074635082,0.0025049353274038,0.0299139464845497,-2.10762826101617,1.52412628762399,"None","Not significant"
"DHFR",0.0826594070149643,13.6231130215484,3.02804027344185,0.00250691624558425,0.0299200747460392,-2.10833890337192,1.52403732585598,"None","Not significant"
"NAP1L3",-0.057089755643328,5.78130410335684,-3.02780447309816,0.00250886006602641,0.029925753332913,-2.10903568335861,1.5239549081159,"None","Not significant"
"CCN5",-0.174508872518089,7.03747951729546,-3.02548252540532,0.00252807489222891,0.0301373138468341,-2.11589408086769,1.52089545917085,"None","Not significant"
"SRSF7",-0.0673296097923041,9.21532034717683,-3.02427017443485,0.00253816092571575,0.0302398658507981,-2.11947297072129,1.51942013977094,"None","Not significant"
"LSAMP",-0.0510750421693176,5.90680348145654,-3.02402011739005,0.00254024582835248,0.0302470275764984,-2.12021096920542,1.51931729772398,"None","Not significant"
"PSMB7",0.0655612300057592,10.9743183006491,3.02355942835581,0.00254409102509061,0.0302751287486702,-2.12157045255784,1.51891400129084,"None","Not significant"
"FYCO1",-0.0687537888400434,8.03420545055694,-3.02253703004247,0.00255264364046448,0.0303591835535989,-2.12458679778994,1.51770991205635,"None","Not significant"
"MTDH",0.106605262380506,8.20711127156322,3.02226237458959,0.00255494568272189,0.0303688441645981,-2.1253969324497,1.51757173697503,"None","Not significant"
"LNPEP",0.0560561792917172,6.55878852993139,3.02161463091898,0.00256038231669416,0.0303928016818557,-2.1273072553113,1.51722926376058,"None","Not significant"
"CDHR3",-0.145017652495677,5.8408047228782,-3.0215992761854,0.00256051132025864,0.0303928016818557,-2.12735253452379,1.51722926376058,"None","Not significant"
"CNN3",-0.113789083497461,10.4763300713093,-3.0214894672685,0.00256143405883876,0.0303928016818557,-2.12767634083719,1.51722926376058,"None","Not significant"
"BCS1L",0.0542633410523414,7.63872267663386,3.02105456957657,0.00256509155176029,0.030418494056215,-2.12895866014389,1.51686229058759,"None","Not significant"
"GPRC5A",0.135051918400079,6.79646314549198,3.02064544605612,0.00256853664754706,0.0304211403159952,-2.13016481666149,1.51682451074119,"None","Not significant"
"PLPPR2",0.0781107498028231,6.78319993595226,3.02061917971537,0.00256875797247549,0.0304211403159952,-2.13024224820426,1.51682451074119,"None","Not significant"
"OSBPL1A",-0.111763476127626,9.04376830776305,-3.02049652775505,0.0025697916911525,0.0304211403159952,-2.13060380977951,1.51682451074119,"None","Not significant"
"MFSD10",0.0727608113241484,10.7016647705599,3.02004408102518,0.00257360823579707,0.0304486383556142,-2.13193743694857,1.51643212397907,"None","Not significant"
"YEATS2",0.0824874294359695,7.86405105626023,3.01828614641112,0.00258848631938955,0.0306068988519466,-2.13711723545449,1.51418067170014,"None","Not significant"
"LINC00921",-0.0441806932173306,6.1380055246611,-3.01784470281804,0.00259223477479911,0.030633452686539,-2.13841749262311,1.51380405124418,"None","Not significant"
"SERPING1",-0.136406656365306,9.0538743432959,-3.01757790402431,0.00259450266699847,0.0306424894940694,-2.13920324846316,1.51367595413027,"None","Not significant"
"VTCN1",-0.329259776032377,9.21138920210603,-3.01662866431347,0.00260258630227287,0.0307201631568225,-2.1419983224306,1.51257648206762,"Down","Downregulated in Low RMST"
"RHBDF2",0.101994549523462,7.99522603895653,3.01619729483213,0.00260626741641075,0.0307290780691223,-2.14326822021898,1.51245046920991,"None","Not significant"
"SBK1",0.145188113628507,8.55779690085284,3.01603016105214,0.00260769494169172,0.0307290780691223,-2.14376019299474,1.51245046920991,"None","Not significant"
"DELE1",-0.0590465569024247,7.47273629019297,-3.01586749546893,0.0026090849902983,0.0307290780691223,-2.14423898741486,1.51245046920991,"None","Not significant"
"DLX5",0.109847092765273,5.86745170168279,3.01573524512358,0.00261021562716408,0.0307290780691223,-2.14462823799481,1.51245046920991,"None","Not significant"
"RRAGA",-0.0745491678026421,10.5287052627412,-3.01565770477279,0.00261087874494578,0.0307290780691223,-2.14485645358518,1.51245046920991,"None","Not significant"
"SLC29A2",0.103246340659703,7.0653847278826,3.01445848710147,0.00262115399233366,0.0308322124256905,-2.14838523570745,1.51099531050558,"None","Not significant"
"SNORD35B",0.0605088512602835,6.16475812854507,3.01331740231362,0.0026309654878284,0.0309192993645526,-2.15174167188605,1.5097703558131,"None","Not significant"
"ORMDL2",0.0468916253687852,6.02666846226613,3.01324477625944,0.00263159109136614,0.0309192993645526,-2.15195525486117,1.5097703558131,"None","Not significant"
"PRKAR1B",0.0477709637542037,5.65707259112369,3.01259414117327,0.00263720176188682,0.0309513674819227,-2.1538684542288,1.50932015838107,"None","Not significant"
"SNAI2",-0.12661491517479,7.4253005476858,-3.01257614085931,0.00263735714084375,0.0309513674819227,-2.15392137854737,1.50932015838107,"None","Not significant"
"LRRC45",0.080400304505952,6.79803549483324,3.01225391521176,0.00264014001465913,0.0309661991938011,-2.15486872994717,1.50911209688592,"None","Not significant"
"EXOSC6",0.0818654272555995,7.93458613732639,3.01172488363865,0.00264471477770766,0.030977019861164,-2.15642387905064,1.50896036579265,"None","Not significant"
"SMC2",0.0702225678236396,7.1408405852648,3.0116184431203,0.00264563609061558,0.030977019861164,-2.15673674061595,1.50896036579265,"None","Not significant"
"IMMP2L",-0.0812576227574386,7.3377429570346,-3.01143555009796,0.00264721983625868,0.030977019861164,-2.15727429422736,1.50896036579265,"None","Not significant"
"LOC100505502",0.0480308282692269,5.8321533875652,3.01128457661608,0.00264852783108927,0.030977019861164,-2.15771800662422,1.50896036579265,"None","Not significant"
"ELN",-0.134985061624854,6.44746894888232,-3.01126925979969,0.00264866056502373,0.030977019861164,-2.15776302165659,1.50896036579265,"None","Not significant"
"TFRC",0.134291935853514,10.0037109093922,3.01089661151313,0.00265189177232663,0.0309970262493569,-2.15885813880724,1.50867996892196,"None","Not significant"
"UTS2B",0.0277304530821682,5.49827401343233,3.0104806235437,0.00265550303519668,0.0310214494971257,-2.16008046212961,1.50833791336007,"None","Not significant"
"APOBEC3B",0.116920513381387,6.07959945070403,3.00952217623322,0.00266384061382024,0.0311010257232106,-2.16289609313625,1.50722528754601,"None","Not significant"
"SYNCRIP",0.0874829546727312,8.65260470705585,3.00916680128082,0.00266693811926336,0.0311193666635281,-2.16393985343138,1.50696925028562,"None","Not significant"
"HAS2",-0.0517721707328463,5.57698946246641,-3.00887070228058,0.00266952148227683,0.0311316907415407,-2.16480942335254,1.50679729243082,"None","Not significant"
"COL8A2",-0.139732107155062,7.54036950764635,-3.00855416954343,0.00267228565447204,0.0311461080997213,-2.16573890875205,1.50659621341615,"None","Not significant"
"FMOD",-0.14577907765073,7.52492601170201,-3.00777828984695,0.00267907222625508,0.0312073641898341,-2.16801683950855,1.50574291080122,"None","Not significant"
"SHCBP1",0.10007715268844,12.3067919195831,3.00700275263994,0.00268587155643982,0.031268698845246,-2.17029318534748,1.50489019026608,"None","Not significant"
"SCARA3",-0.118537421948982,6.82413300649026,-3.00676149727042,0.00268798992017028,0.0312754991567758,-2.17100119656696,1.50479575024195,"None","Not significant"
"SVIL",-0.0981826489957497,9.02124504840451,-3.00655278192989,0.00268982379635464,0.0312789835075239,-2.17161366746072,1.5047473689193,"None","Not significant"
"ITIH5",0.0637517933799177,13.9751128298254,3.00622327954868,0.00269272129713468,0.0312888642753102,-2.17258050005128,1.50461020060956,"None","Not significant"
"OR2B11",-0.0201047938380882,5.35511476412945,-3.00610713730202,0.00269374328198035,0.0312888642753102,-2.17292126206977,1.50461020060956,"None","Not significant"
"LIPA",-0.123082903402646,9.79962098821751,-3.00528347825361,0.00270100119409763,0.0313553014474261,-2.17533750968103,1.50368901959524,"None","Not significant"
"DCLRE1C",0.102771956839828,7.94934977326683,3.00489094951011,0.00270446636572277,0.031372165023589,-2.17648878372683,1.50345550918389,"None","Not significant"
"NOP53",-0.0818425189017567,12.2510926053648,-3.00477034935441,0.00270553181807552,0.031372165023589,-2.1768424702625,1.50345550918389,"None","Not significant"
"NLGN1",-0.0520056417461323,5.61784616644098,-3.00265782325877,0.00272425748645268,0.0315576793054439,-2.18303564677854,1.50089494151766,"None","Not significant"
"FGL2",-0.148388221539563,7.79844259886622,-3.00261630266302,0.00272462671462258,0.0315576793054439,-2.18315732735345,1.50089494151766,"None","Not significant"
"ZNF684",-0.0462262901452043,6.04016767352188,-3.00166998312089,0.00273305442342772,0.0316373165369529,-2.18593016843846,1.49980036027604,"None","Not significant"
"RBM14",0.121003261081558,7.22908686695111,3.00039640069696,0.00274443429782931,0.0317510176851591,-2.18966057137338,1.49824235012112,"None","Not significant"
"OMA1",-0.0722411431861618,8.04990526270484,-2.99981192344249,0.00274967128541754,0.031792746490512,-2.19137201896338,1.49767195292349,"None","Not significant"
"F2RL1",0.0850718303445288,6.36646630614829,2.99964591547131,0.00275116040271098,0.031792746490512,-2.19185805819069,1.49767195292349,"None","Not significant"
"ANKRD36",0.0473230004461815,6.02768727769593,2.99932777671932,0.00275401621786026,0.0318077170544371,-2.19278943273718,1.49746750053238,"None","Not significant"
"TRNP1",-0.0919922355856292,6.49897933751882,-2.99859801505317,0.00276057726542842,0.0318450364099317,-2.19492549528502,1.49695825022868,"None","Not significant"
"PPARD",0.0571696279274141,6.44439868381395,2.9984790674835,0.00276164803772592,0.0318450364099317,-2.19527361437679,1.49695825022868,"None","Not significant"
"TEX261",0.0521957103608097,7.09035900712817,2.99844730946186,0.0027619339893431,0.0318450364099317,-2.19536655700261,1.49695825022868,"None","Not significant"
"ADHFE1",-0.0994824347287403,6.93351316292786,-2.99792174795135,0.00276667011796598,0.0318584380867959,-2.19690451762956,1.49677552002621,"None","Not significant"
"MRPL36",0.083295794593847,9.99471936021083,2.99786039260683,0.00276722350910434,0.0318584380867959,-2.19708404559599,1.49677552002621,"None","Not significant"
"ZC3H14",-0.0635633540046258,6.24323333957169,-2.99779816903752,0.00276778483452124,0.0318584380867959,-2.19726611031649,1.49677552002621,"None","Not significant"
"SIGLEC17P",-0.028630192990413,5.42050414763173,-2.99739145543801,0.00277145640618991,0.0318826968624048,-2.19845605301961,1.49644495004494,"None","Not significant"
"ZNF148",0.110302516181029,9.65578919384089,2.99693568414254,0.00277557613327062,0.0319120809231368,-2.19978933700244,1.49604487540631,"None","Not significant"
"SLC5A3",0.0679866313733331,5.9270954595136,2.99641257387368,0.00278031144000409,0.0319485054703965,-2.20131936346059,1.49554945303425,"None","Not significant"
"FEZ2",-0.0818430139026094,8.91443190963762,-2.99616300938876,0.00278257315307875,0.0319564809721185,-2.20204921279685,1.49544105096427,"None","Not significant"
"CCR6",0.073987756222066,13.7908890986748,2.99564154822217,0.00278730439859169,0.0319855683378321,-2.20357402815843,1.49504592808566,"None","Not significant"
"TNIK",0.0630737404670536,5.82102191239561,2.995538079623,0.00278824404887552,0.0319855683378321,-2.20387655168303,1.49504592808566,"None","Not significant"
"STMN1",0.119029774061083,7.97553020340039,2.99527972358318,0.00279059157436063,0.0319944933877062,-2.20463189312902,1.49492476221518,"None","Not significant"
"RIMKLA",0.0722299575069293,5.8755885921128,2.99507150406379,0.00279248485445515,0.0319982033491108,-2.205240606378,1.4948744059761,"None","Not significant"
"HLA-DQB1",-0.19952262115189,7.69477610280993,-2.99474414317896,0.00279546382738528,0.0320143427647466,-2.20619753551481,1.4946554095535,"None","Not significant"
"HOXC13",0.140208202601612,6.65898392822442,2.99445081818459,0.00279813554261879,0.0320269472410354,-2.207054884518,1.49448445564019,"None","Not significant"
"RAB3D",0.0365974706982469,5.7327821849143,2.99330923116274,0.0028085557876452,0.0321183867219066,-2.2103907989247,1.49324627707236,"None","Not significant"
"AJM1",0.0245989384225644,5.45907388057671,2.99323051312654,0.00280927562056215,0.0321183867219066,-2.21062078035327,1.49324627707236,"None","Not significant"
"PCYT2",0.0759602711832213,6.76583397409191,2.9924960062877,0.00281600041324307,0.03216467350432,-2.21276641677182,1.49262085265758,"None","Not significant"
"ZNRD1-AS1",-0.022792814348233,5.54066630407494,-2.99244369920187,0.00281647987271088,0.03216467350432,-2.21291919605517,1.49262085265758,"None","Not significant"
"CCDC74B",-0.0979960504386528,5.91456064334334,-2.99222398260539,0.00281849466367439,0.0321696605369554,-2.21356091864129,1.49255352186784,"None","Not significant"
"TMEM63B",0.0729241540102324,6.33219089650171,2.99153581844,0.00282481362588863,0.0322237413339338,-2.21557052728149,1.49182403727643,"None","Not significant"
"GADD45A",-0.102953750137555,8.13330298887199,-2.99135565798376,0.00282647005933362,0.0322246041160603,-2.21609656478167,1.49181240931254,"None","Not significant"
"PLAT",-0.218875477100813,8.73922541004062,-2.99102048957028,0.00282955403143529,0.0322417322139789,-2.21707511562523,1.49158163340654,"Down","Downregulated in Low RMST"
"SCN9A",-0.0318743738495141,5.58153977112866,-2.98962872801038,0.00284239292487591,0.0323699328344109,-2.22113731655133,1.48985820173042,"None","Not significant"
"MAGI2-AS3",-0.0580256336995348,6.00266703411499,-2.98914555109294,0.00284686263181168,0.0324027329701178,-2.22254715174224,1.48941835819507,"None","Not significant"
"PIP4P2",-0.0799836583231117,6.62999677113872,-2.98886450747154,0.00284946542589871,0.0324142593230721,-2.22336708992132,1.48926389772536,"None","Not significant"
"FAM81B",-0.0239620638380845,5.40299441729301,-2.98811613519601,0.00285640684276878,0.0324750995481549,-2.2255500774246,1.48844950898017,"None","Not significant"
"PPAT",0.0726398942162804,7.34551182737185,2.98785567755582,0.00285882630231236,0.032484489505372,-2.22630970077764,1.48832395379447,"None","Not significant"
"DGLUCY",-0.0882157457548921,8.18517083634806,-2.98768376388849,0.00286042427957314,0.0324845397989406,-2.22681105029097,1.48832328140581,"None","Not significant"
"YDJC",0.0534604955284504,6.46026209240689,2.98738268573413,0.00286322483749053,0.0324982395947908,-2.22768901186438,1.48814016378959,"None","Not significant"
"ZFP37",-0.0733189604577799,6.34467840986111,-2.98679793509851,0.0028686712108874,0.0325419380266776,-2.22939392954191,1.48755658633375,"None","Not significant"
"RPS4X",-0.131574601480701,9.32861334080631,-2.98629127224762,0.00287339792797723,0.0325626372322852,-2.23087090561358,1.48728042905779,"None","Not significant"
"CST3",-0.120187959211341,12.2561364512185,-2.98625991752611,0.00287369067357769,0.0325626372322852,-2.23096229983421,1.48728042905779,"None","Not significant"
"CCNG1",-0.10426821220499,8.24306697769852,-2.98554386106052,0.00288038360937248,0.0326203443761434,-2.23304923718943,1.48651145838252,"None","Not significant"
"MARCHF6",0.141077643654455,9.48977257849447,2.98506571951979,0.0028848606975653,0.0326529068960959,-2.2344424995142,1.48607814998652,"None","Not significant"
"F13A1",-0.166589630071565,7.26651782028978,-2.98424524106892,0.0028925580856212,0.0327218626944441,-2.23683278819473,1.48516198205166,"None","Not significant"
"UBL3",-0.0877368744797641,8.48508608939847,-2.98325357357347,0.00290188654577287,0.0328091831589462,-2.23972093394792,1.48400458198757,"None","Not significant"
"LRP6",0.0276753524892822,5.69107053592662,2.98257549517039,0.00290828093830705,0.0328606618086315,-2.24169523321549,1.48332369418938,"None","Not significant"
"GRB7",0.210068301273989,7.41430439535206,2.98239790012854,0.00290995781537933,0.0328606618086315,-2.24221224735837,1.48332369418938,"Up","Upregulated in Low RMST"
"YIPF3",0.0597000928644066,9.2976530909442,2.98225839051873,0.0029112757040171,0.0328606618086315,-2.24261836599743,1.48332369418938,"None","Not significant"
